OBJECTID,REF_NUMBER,TIME,SEVERITY,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,ACCIDENT_DESCRIPTION
4661,181901635,710,2,2,1,0,1,0,0,3
4677,181901964,1115,1,1,1,1,0,0,0,5
4343,181806078,1605,1,2,1,0,1,0,0,3
4346,181806202,1245,1,2,4,0,0,0,1,2
4376,181806783,1415,1,2,1,0,0,0,0,1
4684,181902083,1810,1,2,1,0,1,0,0,1
4687,181901084,1835,1,1,1,1,0,0,1,5
4695,181901208,1442,1,3,2,0,0,0,0,2
4706,181901391,1640,1,2,1,1,1,0,0,2
4707,181901457,630,1,2,1,0,0,1,0,3
4716,181902325,1740,1,3,2,0,0,0,1,2
4722,181902351,1440,1,2,1,0,0,0,0,2
4723,181902392,1943,1,2,2,0,0,0,1,2
4727,181902421,935,1,2,1,0,1,0,0,1
4733,181902450,2050,2,3,2,0,0,1,0,1
4734,181902451,1755,1,2,3,0,0,0,0,4
4384,181806123,1720,1,2,1,0,0,1,0,3
4394,181807027,1838,1,3,4,0,0,0,0,4
4416,181807327,938,1,2,1,0,0,0,0,4
4417,181806382,1800,1,2,1,0,1,0,0,1
4419,181807008,820,1,2,1,0,0,1,0,1
4427,181806467,810,1,2,1,0,1,0,0,3
4736,181901150,1859,1,3,2,0,0,0,0,4
4742,181902539,1358,1,2,1,0,1,0,0,1
4743,181902546,817,1,2,1,0,1,0,0,1
4748,181902566,1020,1,2,1,0,1,0,0,1
4752,181902592,1731,1,2,1,0,0,1,0,1
4770,181902265,904,1,1,1,1,0,0,0,5
4777,181806340,2030,1,2,1,0,1,0,0,1
4782,181902637,1304,1,3,1,0,0,0,0,3
4786,181902633,1730,2,1,1,0,0,1,0,1
2694,161608134,2000,1,1,2,0,0,0,2,4
2700,161608197,353,1,1,1,0,0,0,0,1
2703,161608001,916,1,2,1,0,1,0,1,6
2708,161608237,1531,1,2,1,0,1,0,1,1
3421,171705208,2119,1,2,2,0,0,0,0,1
3426,171705260,1030,1,1,1,0,0,0,0,4
3428,171705270,830,1,2,1,0,1,0,0,1
3429,171704949,650,1,2,1,0,1,0,0,1
4432,181806621,1230,1,1,1,1,0,0,0,5
4435,181807214,1720,1,2,1,0,0,0,0,1
4440,181807635,1054,1,3,1,0,0,0,0,4
4450,181807784,1440,1,3,1,0,0,0,0,1
4451,181807804,2145,1,4,1,0,0,0,0,4
4452,181806736,1740,1,2,1,0,1,0,0,1
4465,181807907,1800,2,1,1,1,0,0,1,5
4466,181807939,940,1,2,1,0,1,0,0,1
4467,181807960,1645,2,2,1,0,1,0,0,1
4469,181806987,1212,1,3,1,0,0,0,0,2
4470,181806994,915,1,2,1,0,1,0,0,1
4796,181903227,1615,2,2,1,0,0,1,0,1
4797,181901005,1805,1,2,1,0,1,0,0,1
4801,181903638,1757,1,2,2,0,0,0,0,3
2725,161608422,2300,1,2,1,0,1,0,0,1
3083,161609668,1900,1,1,2,0,0,0,0,4
3086,161609727,2020,1,2,1,0,1,0,0,1
3091,171701383,1930,1,2,1,0,0,0,0,2
3097,171701655,1611,1,2,1,0,0,0,0,3
3440,171705443,1712,2,1,1,1,0,0,1,5
3441,171705457,1225,1,2,1,0,0,0,0,2
3446,171705518,1536,1,1,1,1,0,0,1,5
3778,171800471,350,1,2,1,0,1,0,0,6
3782,171800480,1520,1,1,1,1,0,0,1,5
3785,171800521,1425,1,2,1,0,0,0,0,1
3789,171800551,1720,1,2,1,0,0,0,0,1
3793,171800593,1500,1,2,2,0,0,0,0,1
4115,181803779,1230,1,2,1,0,0,0,0,2
4117,181803792,1922,1,2,1,0,0,0,0,3
4121,181803842,1450,1,2,1,0,1,0,0,1
4122,181803845,1200,1,2,1,0,0,1,0,1
4132,181803913,1751,1,2,1,0,1,0,0,1
2740,161608474,1620,1,1,1,1,0,0,1,5
2746,161608546,1410,1,3,1,0,0,0,1,4
2752,161608672,1735,1,1,1,1,0,0,1,5
3103,171701715,1858,1,1,1,1,0,0,0,5
3477,171705694,1125,1,2,1,0,0,1,0,3
3805,171800682,907,1,2,1,0,1,1,0,4
3812,181800769,2055,1,2,1,0,0,0,0,1
2765,161608772,1530,1,2,1,0,1,0,0,2
2767,161608776,1000,1,1,1,1,0,0,0,5
2768,161608799,1330,1,1,1,1,0,0,0,5
3126,151600494,1835,1,1,2,2,0,0,1,5
3128,151600558,50,1,1,1,1,0,0,0,5
3130,151600586,1449,1,3,2,0,0,0,0,3
3136,171701793,1347,1,2,1,0,0,0,1,1
3479,171705949,1650,1,2,2,0,0,0,1,2
3486,171706069,1300,1,2,3,0,0,0,0,1
3818,171800847,1800,1,2,2,0,0,1,0,1
3821,181800853,820,1,3,1,0,0,0,0,2
3833,171800952,1439,2,1,1,1,0,0,0,5
3836,171800981,1815,1,5,1,0,0,0,0,2
2780,161608908,804,1,1,1,1,1,0,1,5
2788,161608967,1639,1,2,1,0,1,0,0,3
2806,161609109,835,2,1,1,1,0,0,0,5
2810,161609163,1900,1,2,1,0,1,0,0,1
3149,171701636,1620,1,1,1,1,0,0,0,5
3152,171701970,500,1,2,1,0,1,0,1,2
3157,171702003,1012,1,2,1,0,1,0,0,3
3160,161702017,615,2,1,1,1,0,0,0,5
3161,171702042,1115,1,1,1,1,0,0,0,5
3164,171702064,800,1,2,1,0,1,0,0,1
3508,171706326,940,1,2,2,0,0,0,0,3
3509,171706340,233,2,1,1,1,0,0,0,5
3519,171706411,1150,1,2,1,0,0,1,0,6
3525,171706507,809,1,2,1,0,1,0,0,1
3852,171801139,1903,1,1,1,0,0,1,0,4
3861,171801225,1450,1,2,1,0,0,0,0,2
2818,161609087,2020,1,2,1,0,0,0,0,1
2826,161609332,1545,1,2,1,0,1,0,0,1
2829,161609363,825,1,2,1,0,1,0,0,1
2834,161609418,1745,1,2,1,0,1,0,0,1
2835,161609419,246,1,1,1,1,0,0,0,5
2836,161608124,1011,1,2,4,0,0,0,0,3
2842,161609225,1915,1,3,1,0,0,0,0,2
2843,161609302,1030,1,1,1,1,0,0,0,5
3186,171702350,2100,1,2,2,0,0,0,0,3
3187,171702387,2000,1,1,1,1,0,0,0,5
3535,171706259,1830,1,2,1,0,1,0,0,1
3548,171706785,1920,1,2,1,0,0,0,0,1
3550,171706790,1130,1,2,1,0,0,1,0,2
3870,181801283,1705,1,2,1,0,0,0,0,3
2846,161609432,1330,1,1,1,1,0,0,0,5
2864,161609676,1420,1,3,3,0,0,0,0,1
3197,171702494,955,1,2,1,0,1,0,0,1
3203,171702529,1945,1,2,1,0,0,1,0,1
3212,171702711,2230,1,1,1,1,0,0,0,5
3220,171702916,1903,1,2,1,0,1,0,0,1
3559,171706682,840,1,2,1,0,1,0,1,2
3563,171707051,1740,1,2,1,0,1,0,0,1
3895,181801511,952,1,2,1,0,0,0,0,1
2876,161700057,855,1,2,1,0,0,1,0,1
2877,161700091,1442,1,2,1,0,0,0,0,1
2880,161609846,1515,1,1,1,1,0,0,0,5
2885,161700302,2245,1,2,1,0,1,0,0,3
2886,161700312,1627,1,1,1,1,0,0,0,5
3230,171702952,1605,1,1,2,2,0,0,2,5
3240,171703073,1527,1,1,1,1,0,0,1,5
3255,171702873,1840,1,4,1,0,0,0,0,1
3588,171707301,25,1,2,1,0,0,0,0,3
3590,171707041,615,1,2,1,0,1,0,0,1
3914,181801640,1330,1,2,1,0,1,0,0,1
3917,181801665,1336,3,2,1,0,0,0,0,4
2896,161700350,903,1,3,1,0,0,0,0,1
2908,171700649,952,1,2,1,0,1,0,0,3
3260,171703255,1750,1,2,1,0,1,0,0,1
3272,171703479,1455,1,2,1,0,1,0,0,2
3605,171707505,1540,1,1,1,1,0,0,0,5
3606,171707527,1139,1,2,1,0,0,0,0,3
3615,171707649,1425,1,1,1,1,0,0,0,5
3933,171702513,1330,1,2,1,0,0,0,0,2
3949,181802054,1030,1,2,1,0,0,1,0,3
3960,181801919,759,1,2,1,0,0,1,0,1
2915,171700762,730,1,2,1,0,0,0,0,2
2917,171700440,1750,1,2,1,0,1,0,0,1
2927,161700844,525,2,1,2,2,0,0,0,5
3288,171703659,1649,1,2,1,0,0,0,0,3
3292,171703361,1650,1,2,1,0,1,0,0,6
3294,171703435,1725,1,2,1,0,1,0,0,1
3296,171703706,1429,1,2,1,0,0,0,0,2
3305,171703853,1510,1,2,1,0,0,0,0,2
3630,171707831,653,1,2,2,0,0,0,0,2
3967,181802006,1709,1,2,1,0,0,1,0,1
3969,181802021,1112,1,3,1,0,0,0,1,2
3989,181801406,1315,3,1,1,1,0,0,1,5
2936,161602992,906,2,2,1,0,0,1,0,1
2944,161700061,1500,1,2,2,0,0,0,0,1
2951,171700963,710,1,1,1,1,0,0,0,5
2952,171700969,1807,1,2,2,0,0,0,0,3
2953,171700992,1410,1,1,1,1,0,0,0,5
3311,171703892,1550,1,1,1,1,0,0,1,5
3314,171704012,1714,1,1,1,0,0,1,0,4
3324,171704084,1248,1,2,1,0,0,0,0,1
3325,171704103,1705,1,2,1,0,1,0,0,1
3644,171707724,745,1,2,1,0,1,0,0,1
3651,171708036,1737,1,2,1,0,0,0,0,2
3995,181802196,1016,1,2,1,0,1,0,0,1
4002,181802186,1115,1,2,1,0,1,0,0,1
4004,181802218,1530,1,2,1,0,1,0,0,1
4007,181802475,424,1,2,3,0,0,0,0,4
4008,181802568,720,1,2,1,0,1,0,0,2
2960,171701078,837,1,1,1,1,0,0,1,5
2968,171700252,820,1,1,1,1,0,0,1,5
2973,171700463,1135,1,1,1,1,0,0,0,5
2978,171700553,800,1,2,1,0,0,0,0,4
2980,171701051,2100,1,2,1,0,1,0,0,3
3331,171704216,1244,1,3,3,0,0,0,0,2
3332,171704219,1600,1,2,1,0,1,0,0,1
3343,171704073,1205,1,2,1,0,1,0,0,3
3345,171704422,1730,1,3,1,0,0,0,0,2
3347,171704432,1250,1,3,4,0,0,0,0,1
3669,171708321,835,1,2,1,0,0,1,0,3
3683,171708379,1224,1,1,1,1,0,0,1,5
3684,171708380,2020,1,2,4,0,0,0,2,2
4024,181802752,1710,2,2,1,0,1,0,0,1
2988,171701270,815,1,1,1,1,0,0,0,5
2989,161701293,125,1,1,1,0,0,0,0,4
2994,171701332,1240,1,1,1,1,0,0,0,5
3005,171701441,1620,1,2,1,0,0,1,0,1
3372,171704732,1415,1,2,1,0,0,0,0,2
3703,171708594,1102,1,1,1,1,0,0,0,5
3706,171708662,919,1,2,1,0,0,0,0,4
3715,171708704,819,2,1,1,1,0,0,0,5
4042,181802941,1303,1,2,1,0,0,0,0,2
4046,181802651,1710,1,1,1,1,0,0,0,5
4054,181803004,810,1,2,1,0,1,0,0,4
4059,181803120,2010,1,1,1,1,0,0,0,5
3007,171701105,1145,1,2,1,0,1,0,0,1
3010,171701471,1720,1,2,1,0,0,1,0,2
3013,171701496,1608,2,2,1,0,0,1,0,1
3015,171701563,1719,1,5,1,0,0,0,0,2
3026,161600476,1456,1,1,1,1,0,0,0,5
3034,161601824,855,1,2,1,0,1,0,0,1
3035,161601874,1659,1,2,1,0,1,0,0,1
3377,171704790,1720,1,1,1,1,0,0,1,5
3381,171704836,2115,1,2,3,0,0,0,1,2
3390,171704916,2300,1,2,1,0,1,0,0,2
4086,181803406,1335,1,2,1,0,0,0,0,1
3049,161603657,1010,1,1,1,1,0,0,0,5
3054,161604124,1955,1,3,2,0,0,0,0,1
3055,161604160,832,1,2,1,0,0,1,0,1
3056,161604171,1520,1,2,1,0,0,1,0,3
3057,161604177,820,1,3,1,0,0,0,0,1
3072,161604642,1220,1,1,1,1,0,0,0,5
3402,171704646,1130,1,3,1,0,1,0,0,2
3407,171705087,1830,1,2,2,0,0,2,0,4
3411,171705105,1730,1,2,1,0,1,0,0,6
3756,171800351,1610,1,2,1,0,1,0,0,6
3761,171800394,2040,1,1,1,0,0,0,0,4
4092,181803529,1500,1,1,1,1,0,0,0,5
4094,181803140,1226,1,2,1,0,0,0,0,2
4097,181803581,1300,1,1,1,0,0,0,0,4
4098,181803610,2128,1,1,1,1,0,0,0,5
4102,181803701,1700,1,2,1,0,1,0,0,1
4110,181803442,1220,1,3,1,0,0,0,0,2
2462,161605685,1945,1,2,1,0,0,0,0,2
2464,161605698,1804,1,1,1,1,0,0,0,5
2511,161606217,1115,2,1,3,0,0,0,0,1
2516,161606255,2200,1,2,1,0,1,0,0,2
2521,161606281,637,1,3,1,0,0,0,0,4
2522,161606299,1553,1,2,1,0,0,0,0,2
2524,161606312,1450,1,2,1,1,0,0,0,5
2525,161606344,2035,1,2,1,0,0,0,0,1
2538,161606496,2300,1,1,1,1,0,0,0,5
2543,161606592,1545,1,2,1,0,0,0,0,2
2547,161606659,700,1,2,1,0,0,0,0,4
2643,161607611,1829,1,2,1,0,0,1,0,6
2654,161607495,1300,1,2,1,0,1,0,0,3
2659,161607642,1322,1,2,1,0,0,1,0,1
2673,161607832,1515,2,2,1,0,1,0,0,6
2684,161607877,1830,1,1,1,1,0,0,0,5
2685,161607885,1650,2,1,1,1,0,0,0,5
2557,161606733,915,1,2,1,0,1,0,0,1
2563,161606830,230,1,1,1,1,0,0,0,5
2573,161606399,1925,1,2,1,0,0,0,0,2
2576,161606479,1800,1,1,1,1,0,0,0,1
2581,161606949,740,1,2,1,0,1,0,0,1
2589,151503880,1840,1,2,1,0,0,1,0,3
2594,161606590,1420,1,1,1,1,0,0,0,5
2596,161606696,730,1,2,1,0,1,0,1,1
2606,161607153,1145,1,2,1,0,1,0,1,1
2607,161607163,2330,1,2,2,0,0,0,0,1
2611,161607234,2233,1,2,1,0,0,0,0,1
2613,161607274,1440,1,2,2,0,1,0,0,1
2617,161606756,1830,1,1,1,1,0,0,0,5
2631,161607456,1409,2,2,1,0,0,1,0,2
4475,181807059,1755,1,1,1,1,0,0,0,5
4148,181803805,845,1,2,1,0,1,0,0,1
4158,181804173,150,1,2,1,0,0,0,0,4
4160,181804188,1518,1,2,3,0,0,1,0,2
4161,181804191,1850,2,2,1,0,1,0,0,1
4162,171803210,1342,1,3,1,0,0,0,0,4
4168,181804026,605,1,2,1,0,1,0,0,1
4171,171804218,1710,1,3,2,0,0,0,0,2
4172,181804238,1905,1,1,1,1,0,0,0,5
4485,181808124,1941,1,2,1,0,1,0,0,3
4487,181807111,1535,1,2,1,0,0,0,0,2
4506,181808086,837,1,2,1,0,1,0,0,1
4510,181808326,38,1,1,1,1,0,0,0,5
4521,181807730,1755,1,2,1,0,0,0,0,2
4529,181808358,1854,1,2,1,0,0,0,0,2
4539,181900103,2040,1,2,1,0,0,0,0,6
4185,181804151,828,1,2,1,0,1,0,0,3
4186,181804375,700,1,2,1,0,0,1,0,1
4188,181804403,2151,1,2,1,0,1,0,0,1
4202,181804574,625,1,2,1,0,1,0,0,1
4203,181804580,1500,1,2,4,0,0,0,0,4
4204,181804581,840,1,2,1,0,1,0,0,1
4215,181804651,1220,1,2,1,0,1,0,0,1
4219,181804677,2343,1,2,1,0,0,0,0,1
4220,181804686,1700,1,2,1,0,0,1,0,3
4222,181804725,1000,1,2,1,0,0,0,0,1
4229,181804360,835,1,3,1,0,0,0,0,2
4544,181807741,1800,1,2,1,0,0,1,0,4
4561,181900511,2248,1,2,2,0,0,0,0,1
4568,181808100,1715,1,2,1,0,1,0,0,1
4569,181808103,830,1,2,1,0,1,0,0,1
4576,181900775,841,2,2,1,0,0,1,0,1
4235,181804565,1412,1,2,2,0,0,0,0,2
4262,181805043,1457,1,2,2,0,0,0,0,2
4265,181805058,1615,1,3,1,0,0,0,0,2
4266,181805061,1145,1,2,2,0,0,0,0,2
4269,181805117,900,2,2,1,0,1,0,0,1
4271,181805128,1313,1,2,2,0,0,0,0,1
4586,181900951,1215,1,4,1,0,0,0,0,1
4587,181901065,800,1,1,1,1,0,0,1,5
4589,181901137,1337,2,4,3,0,0,0,0,4
4592,181808381,1317,1,2,1,0,1,0,0,1
4594,181808417,938,1,2,1,0,0,0,0,1
4595,181901156,1715,1,2,1,0,0,0,0,2
4600,181901313,1349,1,3,1,0,0,0,0,1
4609,181900607,2329,1,2,1,0,0,0,0,1
4612,181900670,2140,1,1,1,1,0,0,0,5
4615,181900680,1030,1,2,1,0,1,0,0,2
4620,181900873,1753,1,2,1,0,1,0,0,1
4289,181805342,2015,2,2,1,0,0,0,0,2
4297,181805450,1600,1,2,2,0,0,0,0,4
4305,181805570,1810,1,1,1,1,0,0,0,5
4306,181805617,2135,2,2,1,0,0,1,0,3
4310,181805330,1330,1,2,1,0,0,0,0,1
4316,181805644,950,1,1,1,1,0,0,0,5
4631,181901255,1805,1,2,1,0,1,0,0,3
4635,181901465,1345,1,2,1,0,0,2,0,1
4654,181901591,1730,1,1,1,1,0,1,1,5
4659,181901621,1910,1,2,1,0,1,0,0,1
4667,181901767,825,1,2,2,0,0,0,0,2
4672,181901857,838,1,2,1,0,1,0,0,1
4676,181901958,2245,1,2,1,0,0,0,0,2
4340,181806013,2355,1,2,1,0,0,1,0,1
4345,181806200,1555,2,2,1,0,0,1,0,3
4349,181806520,1729,1,3,1,0,0,1,0,1
4351,181806545,1004,1,1,1,1,0,0,0,5
4353,181806668,20,1,2,1,0,1,0,0,1
4375,181806781,1740,1,2,1,0,1,1,0,1
4683,181902075,655,1,2,1,0,0,0,0,1
4691,181901130,309,1,2,1,0,1,0,0,1
4692,181901143,646,1,2,1,0,0,0,0,3
4694,181901161,1525,1,3,1,0,0,0,0,4
4698,181901286,830,1,2,1,0,0,0,0,1
4700,181901333,1605,1,1,1,1,0,0,1,5
4713,181902298,1055,1,2,1,0,0,1,0,4
4725,181902418,1656,2,2,1,0,1,0,0,1
4387,181806865,2029,3,3,1,0,0,0,0,4
4392,181806972,825,1,2,1,0,0,1,0,3
4401,181807058,1940,1,2,1,0,0,0,1,2
4408,181806332,1805,1,2,1,0,1,0,0,6
4415,181807323,1956,1,2,2,0,0,0,0,1
4426,181806398,1117,1,2,1,0,0,0,0,2
4739,181902445,910,1,2,1,0,1,0,0,1
4740,181902474,2003,1,1,1,1,0,0,0,5
4744,181902551,1547,1,2,1,0,0,1,0,1
4746,181902557,1830,2,2,1,0,1,0,0,1
4753,181902597,1820,1,3,1,0,0,0,0,2
4758,181902093,1030,1,2,1,0,0,0,0,1
4764,181902160,655,1,2,1,0,1,0,0,1
4765,181902177,755,1,2,3,0,0,0,0,1
4769,181902262,1330,1,1,1,1,0,0,0,5
4779,181901452,1722,1,1,2,1,0,1,0,5
4783,181902657,2001,1,2,2,0,0,0,0,2
4788,181802280,341,1,2,1,0,0,0,0,3
2699,161608192,1600,1,1,1,1,0,0,1,5
3419,171705196,500,1,2,1,0,0,0,0,3
3431,171705300,1755,1,1,1,1,0,0,0,5
3433,171705419,2035,1,1,1,1,0,1,0,4
4438,181807549,1839,1,2,3,0,0,0,0,1
4439,181807604,1821,1,1,1,1,0,0,0,5
4468,181806956,2045,1,2,1,0,0,0,0,2
4791,181901225,237,1,1,1,0,0,0,0,1
3082,161609665,1654,1,1,2,2,0,0,0,5
3087,161609732,1537,1,2,1,0,0,1,0,1
3092,171701600,1556,1,2,1,0,1,0,0,2
3098,171701664,232,2,1,1,1,0,0,0,1
3439,171705328,1618,1,1,1,1,0,0,0,5
3775,171800355,150,1,2,1,0,0,1,0,6
3783,171800486,2110,1,2,1,0,1,0,0,2
4114,181803743,2200,1,1,1,0,0,0,0,4
4124,171803853,1815,1,2,1,0,0,0,0,1
2737,161608466,1412,1,2,1,0,0,0,0,4
2741,161608483,1702,1,4,1,0,0,0,0,2
2749,161608628,1950,1,2,1,0,1,0,0,1
3100,171701679,1150,1,2,1,0,1,0,0,3
3109,171701746,740,1,2,1,0,0,1,0,4
3123,151600365,2220,1,1,1,1,0,0,0,5
3448,171705536,1010,1,2,1,0,1,0,0,6
3455,171705567,1752,1,2,1,0,1,0,0,1
3463,171705265,1745,1,2,1,0,1,0,0,3
3468,171705645,2236,1,2,1,0,0,0,0,3
3803,171800668,155,1,1,1,1,0,0,0,5
3806,171800698,950,1,2,1,0,0,0,0,1
3815,181800788,1818,1,2,1,0,0,0,0,4
3816,171800806,544,1,1,1,1,0,0,0,5
2753,161608674,1745,1,2,1,0,1,0,0,1
2754,161608680,1000,1,1,1,1,0,0,1,5
2763,161608746,2130,1,1,1,1,0,0,0,5
2775,161608860,1728,1,1,1,0,0,0,0,4
2777,161608890,1031,1,2,1,0,0,0,0,1
3139,171701834,910,1,2,1,0,0,1,0,1
3142,171701847,1737,1,2,1,0,0,1,0,1
3144,171701862,1545,1,1,1,1,0,0,1,5
3487,171706086,1840,1,2,1,0,1,0,0,3
3493,171706140,2213,1,2,1,0,0,0,0,3
3498,171706205,1430,1,2,1,0,1,0,0,3
3501,171706274,820,1,2,1,0,1,0,0,1
3502,171706289,1705,1,2,4,0,0,0,2,3
2782,161608915,650,1,2,1,0,1,0,0,2
2792,161608566,1130,1,2,1,0,0,0,0,2
2793,161608599,1430,1,2,1,0,1,0,0,1
2795,161608726,1800,1,2,1,0,0,1,0,3
2796,161608859,1220,1,2,1,0,0,1,0,3
2801,161609019,1310,1,2,1,0,1,0,0,1
2803,161609049,1750,1,1,1,1,0,0,1,5
3150,171701675,2046,1,2,2,0,0,0,0,2
3166,171702088,354,1,7,1,0,0,0,0,4
3168,171702144,2153,1,1,1,1,0,0,0,5
3512,171706147,1630,1,2,1,0,1,0,0,1
3516,171706385,800,1,2,1,0,0,1,0,3
3524,171706493,1050,1,2,2,0,0,0,0,2
3847,171801075,1838,1,1,1,1,0,0,1,5
3862,181801228,1520,1,1,1,1,0,0,1,5
2812,161609193,2030,1,1,1,1,0,0,0,5
2813,161608795,1400,1,2,1,0,1,0,0,1
2820,161609244,920,1,2,1,0,1,0,0,1
2827,161609345,810,1,1,1,1,0,0,0,5
3175,171702182,1925,1,2,1,0,1,0,0,1
3178,171702293,1015,1,2,1,0,0,0,0,3
3536,171706281,1930,1,2,1,0,1,0,0,2
3875,181801321,1508,2,1,1,1,0,0,0,5
2856,161609601,1319,2,1,1,1,0,0,0,5
2863,161609673,1630,1,2,1,0,1,0,1,2
3193,171702457,943,1,3,1,0,0,0,0,4
3196,171702478,1325,1,1,1,1,0,0,0,5
3204,171702533,1250,1,1,1,1,0,0,0,5
3208,171702485,2019,2,2,1,0,1,0,0,1
3221,171702918,2120,1,2,1,0,1,0,0,1
3224,171702658,1040,1,2,1,0,1,0,0,3
3551,171706549,1520,1,2,1,0,1,0,0,1
3561,171706955,840,1,2,1,0,0,0,0,3
3565,171707067,1110,1,2,1,0,0,0,0,2
3569,171707111,845,1,1,1,1,0,0,1,5
3890,181801493,800,1,1,1,1,0,0,0,5
3893,181801505,939,1,2,2,0,0,0,1,2
3902,181801330,850,1,2,1,0,1,0,0,1
3905,181801538,1630,2,2,1,0,1,0,0,1
2872,161609598,1205,1,1,1,1,0,0,0,5
2873,161609687,1632,1,3,1,0,0,1,0,3
2878,161700112,1258,1,3,1,0,0,0,0,2
2884,171700299,730,1,2,2,0,0,0,0,1
3227,171702932,2300,3,1,2,0,0,0,0,4
3228,171702937,722,1,2,1,0,0,1,0,1
3233,171702981,1225,1,3,1,0,0,0,0,2
3236,171703015,1800,1,2,1,0,0,0,0,3
3246,171703190,300,3,1,1,0,0,1,0,4
3248,171703197,1815,1,1,1,1,0,0,0,5
3257,171703198,800,1,3,1,0,0,0,0,6
3920,181801681,844,1,1,1,1,0,0,1,5
2900,171700384,1020,1,2,1,0,0,0,0,2
2902,171700527,2030,1,2,1,0,1,0,0,1
2911,171700668,1139,1,2,1,0,0,0,0,2
3262,171703312,1440,1,2,1,0,1,0,0,1
3273,171703514,1220,1,2,1,0,0,1,0,1
3275,171703184,845,1,2,1,0,1,0,0,1
3595,171707355,2251,2,1,1,1,0,0,0,5
3602,171707237,1615,1,2,1,0,1,0,0,1
3610,171707585,1221,1,2,2,0,0,0,0,1
3930,171707938,1255,1,1,1,1,0,0,0,5
3946,181801788,1900,1,2,3,0,0,0,0,2
3948,181802053,730,2,2,4,0,0,0,0,3
2913,171700734,1420,1,2,1,0,0,0,0,3
2928,171700849,905,1,2,3,0,0,0,0,2
3287,171703655,1608,3,1,1,1,0,0,0,5
3289,171703662,1727,3,2,1,0,1,0,0,4
3297,171703713,1500,1,2,2,0,0,0,0,2
3617,171707653,2018,1,2,1,0,0,1,0,2
3634,171707880,2215,1,2,1,0,0,0,0,3
3968,181802017,2342,1,1,1,1,0,0,0,5
3971,181802046,1116,1,2,2,0,0,0,0,2
3972,181802047,1920,1,1,1,1,0,0,1,5
3986,181801942,745,1,1,1,1,0,0,0,5
3988,171802316,1730,2,2,1,1,0,0,0,1
2943,161609406,1655,1,2,1,0,0,1,0,1
2948,171700729,1845,1,1,1,1,0,0,0,5
2957,171701031,2238,1,2,1,0,0,0,0,3
2958,171701047,1545,1,2,1,0,1,0,0,2
3307,171703483,1945,1,2,1,0,1,0,0,2
3315,171704020,848,1,2,1,0,1,0,0,1
3655,171708110,2340,1,2,2,0,0,0,0,3
3664,171707891,1330,1,1,1,1,0,0,0,5
3997,181802400,1252,1,2,3,0,0,0,0,4
3999,181802424,1320,2,1,1,1,0,0,1,5
4006,181802355,1550,1,2,1,0,0,0,0,2
4014,181802321,1200,1,2,1,0,0,0,0,2
4015,181802344,1645,1,2,1,0,0,0,0,6
2979,171700956,810,1,1,1,1,0,0,1,5
3342,171704061,830,1,2,1,0,1,0,1,5
3348,171704438,2239,1,2,3,0,0,0,0,4
3665,171707909,2000,1,2,1,0,0,0,0,2
3666,171708208,1235,2,1,1,1,0,0,0,5
3671,171708334,1810,1,2,1,0,0,1,0,6
3680,171708238,1600,1,2,1,0,0,0,0,1
3682,171708374,1430,1,2,1,0,1,0,0,1
3695,171708562,930,1,2,1,0,1,0,0,1
4021,181802630,925,2,2,1,0,1,0,0,1
4023,181802646,1720,1,2,1,0,0,0,0,3
4025,181802753,1845,2,2,1,0,1,0,0,1
4039,181802887,900,1,2,1,0,0,1,0,1
4041,181802934,1623,1,2,1,0,0,0,0,1
2990,171700991,805,1,2,1,0,1,0,0,1
2995,171701342,1957,1,2,1,0,0,0,0,2
3002,171701419,2150,1,2,2,0,0,0,0,2
3355,171704484,345,2,2,2,0,0,0,0,4
3358,171704596,40,1,2,2,0,0,0,0,4
3367,171704733,1430,1,1,1,1,0,0,0,5
3699,171708431,1258,1,2,1,0,0,0,0,1
3702,171708589,1720,1,1,1,1,0,0,1,5
3704,171708607,1148,2,2,1,0,0,1,0,3
3718,171708326,1959,3,1,1,1,1,0,0,5
4050,181802749,825,1,2,1,0,0,0,0,1
4055,181803036,800,1,2,1,0,0,1,0,4
4056,181803059,845,1,1,1,1,0,0,1,5
4062,181802895,1430,1,2,1,0,0,1,0,1
3014,161701558,1920,2,1,1,1,0,0,0,5
3019,171701598,2245,1,2,1,0,1,0,0,2
3033,161601740,500,1,2,2,0,0,0,0,2
3036,161602021,2014,1,1,1,1,0,0,0,4
3383,171704901,1200,3,1,1,1,0,0,0,5
3391,171704929,1850,1,2,1,0,0,1,0,1
3393,171705034,105,2,2,1,0,0,0,0,4
3740,171800012,2200,1,2,1,0,0,0,0,3
4065,181802963,858,1,1,1,1,0,0,0,5
4072,181803274,543,1,1,1,1,0,0,0,5
4073,181803277,2051,1,1,1,1,0,0,0,5
4083,181803392,1908,1,2,2,0,0,0,0,2
3045,161602275,1629,1,1,2,1,1,0,0,5
3060,161604190,855,1,2,1,0,1,0,0,1
3062,161604208,1211,1,2,3,0,0,0,1,1
3400,171705078,747,1,1,2,0,0,0,0,4
3409,171705094,1628,1,3,1,0,0,0,0,2
3755,181800339,815,3,1,1,1,0,0,0,5
3766,171704235,2255,1,2,2,0,0,0,0,2
3770,181800106,2110,1,2,1,0,0,1,0,1
3771,181800113,1930,1,2,1,1,0,0,0,1
