OBJECTID,REF_NUMBER,TIME,SEVERITY,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,ACCIDENT_DESCRIPTION
3102,171701709,1220,1,1,1,1,0,0,0,5
3106,171701729,925,1,2,1,0,0,0,0,1
3110,171701753,1640,2,2,3,0,0,0,1,1
3117,171701790,1745,1,2,1,0,1,0,0,1
3451,171705550,500,1,1,1,0,0,0,0,4
3452,171705554,1510,1,1,1,1,0,0,1,5
3458,171705589,1533,1,2,1,0,1,0,0,1
3459,171705599,910,1,2,1,0,1,0,0,3
3461,171705171,1751,1,2,1,0,0,0,0,1
3470,171705662,1305,1,2,1,0,0,1,0,3
3474,171705693,1945,1,2,2,0,0,0,0,3
3798,171800615,853,1,3,2,0,0,0,1,2
3801,171800657,1558,1,3,2,0,0,0,0,6
3804,171800675,1040,1,2,1,0,1,0,0,1
3807,171800705,2103,1,2,1,0,0,0,0,1
2755,161608688,40,1,1,2,1,0,1,0,5
2761,161608464,1715,1,2,1,0,1,0,0,1
3131,151600587,1436,2,3,1,0,0,1,0,2
3494,171706179,1507,1,2,1,0,0,0,0,3
3839,181800724,1900,1,2,1,0,0,1,0,1
3159,171702016,1320,1,2,1,0,0,0,0,2
3528,171706533,1906,1,3,3,0,0,0,0,1
3849,181801124,1740,1,2,1,0,0,0,0,1
2823,161609273,1345,1,2,1,0,1,0,0,1
2837,161608543,1634,1,3,2,0,0,0,0,2
2840,161609095,1530,1,1,1,1,0,0,1,5
3179,161702320,1140,1,2,1,0,0,0,0,5
3540,171706674,802,1,2,1,0,0,1,0,3
3871,181801305,1400,1,2,1,0,0,1,0,3
3881,181801391,630,2,2,1,0,1,0,0,1
3885,181801439,1220,1,2,1,0,0,0,0,1
2847,161609460,2154,1,1,2,1,0,0,0,5
2849,161609470,1229,1,1,1,0,0,1,0,4
2857,161609604,2115,1,1,1,1,0,0,0,5
2858,161609619,724,1,2,1,0,1,0,0,1
2860,161609479,815,1,2,1,0,1,0,0,2
2865,161609757,2005,1,2,1,0,0,0,0,2
3194,171702467,926,1,2,1,0,1,0,0,1
3195,171702477,1927,1,2,4,0,0,0,0,1
3200,171702136,1645,1,2,1,0,1,0,0,3
3211,171702674,820,2,2,1,0,1,0,0,3
3215,171702591,1105,1,2,1,0,0,0,0,2
3552,171706570,800,1,2,1,0,0,0,0,2
3553,171706875,2205,1,2,2,0,0,0,0,3
3556,171706946,1430,1,2,1,0,0,1,0,3
3889,181801477,2014,1,2,3,0,0,0,0,2
3896,181801525,2335,1,1,1,1,0,0,0,5
3900,181801262,840,1,2,1,0,1,0,0,1
2879,161700114,404,1,3,1,0,0,0,0,4
3235,171703001,2335,1,2,1,0,0,0,0,4
3242,171703099,846,1,2,1,0,0,1,0,1
3245,171703120,1700,1,2,1,0,0,1,0,1
3249,171703199,1415,1,1,2,0,0,0,0,4
3258,171703239,1554,1,2,1,0,1,0,0,1
3589,171706973,1854,1,2,1,0,0,0,0,3
3591,171707112,900,1,2,1,0,0,1,0,3
3592,171707259,1700,1,2,1,0,1,0,0,1
3908,181801548,901,1,2,1,0,1,0,0,1
3909,181801564,1750,1,2,1,0,0,1,0,2
3912,181801590,1745,1,2,1,0,0,1,0,3
3913,181801639,2000,2,1,1,1,0,0,0,5
3916,181801661,1936,1,2,2,0,0,0,0,2
3919,181801678,1812,1,2,1,0,0,0,0,4
3923,171701525,1220,1,2,1,0,0,0,0,2
3928,171702780,1650,1,2,1,0,0,1,0,1
3929,171702794,1903,1,2,1,0,0,0,0,3
2894,171700250,2245,1,2,1,0,1,0,0,3
2895,171700332,730,1,2,1,0,1,0,0,1
2901,171700394,1434,1,1,1,1,0,0,0,5
2905,161700578,1433,1,2,1,0,0,0,0,2
2910,171700655,1615,1,1,1,1,0,0,0,5
3261,171703262,2350,2,2,1,0,0,1,0,1
3265,171703388,1216,1,3,1,0,0,0,0,4
3271,171703474,1008,1,2,1,0,1,0,0,3
3279,171703283,1850,1,2,1,0,1,0,0,2
3280,171703296,1720,1,2,1,0,1,0,0,1
3281,171703542,1735,1,3,1,0,0,1,0,4
3607,171707531,740,2,2,1,0,1,0,0,1
3612,171707623,1841,1,2,1,0,0,1,0,1
3939,171705900,2150,1,2,1,0,1,0,0,1
3940,171705918,811,2,1,1,1,0,0,0,5
3944,181801723,815,1,2,1,0,1,0,0,1
3950,181802071,743,1,2,1,0,0,1,0,2
3951,181802114,743,2,1,1,1,0,0,0,5
3953,181802212,1714,2,2,1,0,0,0,0,4
3958,181801896,1010,2,2,1,0,1,0,0,1
2918,171700513,1200,1,2,1,0,0,0,0,3
2921,171700608,1710,1,2,1,0,1,0,0,1
2925,171700821,1510,1,1,1,1,0,0,0,5
2932,171700962,1820,1,3,1,0,0,0,0,4
3295,171703633,1215,1,2,1,0,1,0,0,1
3622,171707328,1317,1,2,1,0,1,0,0,3
3636,171707971,1800,1,2,1,0,0,0,0,2
3970,181802032,927,1,2,1,0,1,0,0,3
3978,181801796,845,1,2,2,0,0,0,2,3
3982,181801866,1552,1,1,1,1,0,0,1,5
2939,161603897,1930,1,2,1,0,0,1,0,2
2942,161700479,850,1,2,1,0,1,0,0,1
2954,171701001,2015,1,2,1,0,1,0,0,3
3309,171703564,700,1,2,1,0,0,0,0,1
3320,171703726,1330,1,2,1,0,1,0,0,1
3641,171708009,1630,1,2,1,0,0,0,0,1
3642,171708012,931,1,3,2,0,0,0,0,4
3648,171707958,1330,1,2,1,0,0,0,0,2
3653,171708068,1630,1,2,1,0,0,1,0,1
3656,171708115,1655,1,2,3,0,0,0,0,1
3658,171708167,1040,1,2,2,0,0,0,0,1
3998,181802420,1937,2,1,1,1,0,0,0,5
2962,161701081,340,1,3,1,0,0,0,0,4
2965,161700083,1434,1,1,1,1,0,0,0,5
2966,171700128,1600,1,2,1,0,1,0,0,6
2974,171700481,630,1,2,1,0,0,1,0,1
3330,171704215,819,1,2,2,0,0,0,0,1
3337,171703944,1840,1,2,1,0,1,0,0,1
3351,171704450,152,1,3,3,0,0,0,0,4
3675,171707948,1507,1,2,1,0,0,0,0,1
3678,171708121,1720,1,2,1,0,1,0,0,1
3681,171708361,1630,1,1,1,1,0,0,0,5
3690,171708433,2010,1,1,2,2,0,0,1,5
3693,171708466,1736,1,2,1,0,0,0,0,2
4031,181802531,2243,1,1,1,1,0,0,0,5
4036,181802843,500,1,2,1,0,1,0,0,1
2984,171701159,2021,1,2,1,0,1,0,0,1
2991,171701110,650,1,2,1,0,1,0,0,3
3006,171701458,1205,1,2,1,0,0,0,0,1
3354,171704476,1219,1,3,1,0,0,0,0,3
3365,171704616,1520,1,2,2,0,0,0,0,4
3720,171708560,1800,1,2,1,0,1,0,0,1
3722,171800027,1230,1,1,2,2,0,0,1,5
4044,181802980,2345,1,2,1,0,0,0,0,2
4052,181802987,2028,1,2,1,0,0,1,0,3
4060,181802807,915,1,2,1,0,1,0,0,1
3024,161600400,1740,1,2,1,0,0,1,0,1
3031,161600574,1150,1,2,1,0,1,0,0,1
3038,161602172,716,1,2,1,0,0,1,0,1
3382,171704844,1650,1,2,1,0,1,0,0,3
3385,171704454,1,1,2,1,0,0,0,0,2
3389,171704777,1330,1,2,1,0,0,1,0,4
3729,171800089,1310,1,2,1,0,0,1,0,3
3734,181800161,845,1,2,1,0,1,0,0,2
3737,171800184,1545,1,1,1,1,0,0,0,5
3738,171708681,2215,1,1,1,1,0,0,0,5
3739,171708723,1200,1,1,1,1,0,0,0,5
3741,181800034,2300,1,2,1,0,0,1,0,2
4079,181803159,1730,1,2,1,0,1,0,0,1
4081,181803375,805,1,2,1,0,1,0,0,1
4084,181803393,2250,1,2,2,0,0,0,0,4
3047,161602779,449,1,1,1,0,0,0,0,1
3052,161604122,1806,2,2,1,0,0,1,0,1
3061,161604200,845,1,2,1,0,1,0,0,1
3395,171705047,1315,1,3,1,0,0,1,0,3
3396,171705050,1750,1,2,4,0,0,0,0,2
3404,171704709,1305,1,2,1,0,0,0,0,2
3405,171704726,1910,1,2,1,0,1,0,0,3
4096,181803546,2155,1,2,1,0,1,0,0,1
4099,181803619,2043,1,2,1,0,0,0,0,4
4101,181803685,2330,1,2,3,0,0,0,0,2
3073,161609321,1903,1,1,1,1,0,0,0,5
480,141405258,1818,1,2,1,0,0,0,0,1
489,141405395,2000,1,2,2,0,0,0,0,6
494,141405461,1020,1,2,2,0,0,0,0,1
501,141405510,2231,1,2,1,0,0,1,0,2
504,141405354,925,2,2,1,0,1,0,0,1
517,141405617,1500,1,2,3,0,0,1,1,1
525,141405477,850,1,3,1,0,0,0,0,3
529,141405729,1140,1,1,1,1,0,0,0,5
537,141405867,910,2,2,1,0,0,1,0,3
541,141405678,926,1,2,1,0,0,0,0,1
550,141405965,854,1,2,1,0,1,0,0,1
556,141406026,1530,1,3,1,0,0,0,0,1
558,141406032,1845,1,2,1,0,1,0,0,3
559,141406048,925,1,2,1,0,1,0,0,6
565,141405791,1710,1,2,1,0,0,0,0,2
570,141406049,1530,2,2,1,0,1,0,0,3
580,141406157,1659,1,2,1,0,0,1,0,1
588,141406092,750,1,2,1,0,1,0,0,3
645,141406695,2024,2,2,1,0,1,0,0,1
653,141406638,854,1,2,1,0,1,0,0,1
764,141407629,1800,1,1,1,1,0,0,0,5
767,141407658,1735,1,2,2,0,0,0,1,3
768,141407665,1800,1,3,1,0,0,0,0,3
782,141407748,1210,1,3,1,0,0,1,0,3
789,141407811,1200,1,2,1,0,0,0,0,1
791,141406857,1610,1,1,1,0,0,1,0,1
793,141407931,1900,2,2,1,0,1,0,0,1
798,141408042,1600,1,1,1,1,0,0,1,5
799,141408067,436,1,2,1,0,0,0,0,2
801,141408073,805,1,2,1,0,0,0,0,1
658,141406737,852,1,2,1,0,0,1,0,1
660,141406773,1835,1,3,1,0,0,0,0,1
665,141406848,729,1,3,1,0,0,0,0,3
668,141406879,1417,1,2,3,0,0,0,1,1
670,141406889,1315,1,3,2,0,0,0,0,2
679,141406972,1100,1,1,1,1,0,0,0,5
682,141407002,1010,1,2,1,0,0,0,0,6
685,141407041,1333,2,6,2,0,0,0,0,1
693,141407033,1501,1,2,1,0,0,0,0,2
701,141407166,8,1,2,1,0,0,0,0,3
702,141407169,830,1,2,1,0,1,0,0,1
711,141407153,1550,1,2,1,0,0,0,0,2
716,141407219,840,1,1,1,1,0,0,1,5
724,141406900,1655,2,1,1,1,0,0,1,5
734,141407432,125,1,2,1,0,0,0,0,2
746,141407520,1220,1,2,1,0,1,0,0,1
747,141407391,1831,1,2,1,0,0,1,0,1
751,141407550,2133,1,2,1,0,1,0,0,1
805,141408104,955,1,2,1,0,1,0,0,1
821,141408364,1630,1,2,1,0,0,1,0,1
945,141408927,1330,1,2,1,0,0,1,0,2
949,141500005,1435,1,1,1,1,0,0,1,5
957,141500087,1655,1,2,1,0,0,0,0,2
971,141500242,1115,1,2,2,0,0,1,0,1
988,151500486,720,1,2,1,0,0,0,0,3
881,141408658,1655,1,2,1,0,1,0,0,1
906,141500037,1500,1,2,1,0,0,1,0,3
908,141500051,105,1,1,1,1,0,0,0,5
914,141500104,1236,1,4,3,0,0,0,1,2
938,141408802,727,1,2,1,0,1,0,0,1
999,151500310,900,1,2,1,0,0,1,0,3
1001,151500334,1810,1,2,1,0,1,0,0,3
1018,151500572,850,1,1,1,1,0,1,0,5
1025,151500736,2100,1,2,1,0,1,0,0,1
1033,151500680,1200,1,2,1,0,1,0,0,1
1045,151500992,835,2,1,1,1,0,0,1,5
1055,151501267,1535,1,1,1,1,0,0,0,5
1123,151501878,1502,1,4,1,0,0,0,0,4
1128,151501957,1600,2,1,1,1,0,0,1,5
1135,151501872,1500,1,1,1,1,0,0,0,5
1152,151502104,1255,2,3,3,0,0,1,0,4
1073,151501437,2041,1,2,1,0,0,0,1,1
1078,141407728,1735,1,2,1,0,0,0,0,2
1090,151501462,1950,1,2,2,0,1,1,0,1
1101,151501466,1852,1,2,1,0,0,0,0,1
1104,151501627,745,1,2,1,0,1,0,0,1
1105,151501628,2357,1,2,1,0,1,0,0,1
1163,151502217,1030,1,2,1,0,0,0,0,3
1165,151502230,1425,1,2,1,0,0,0,0,1
1302,151502477,814,1,2,1,0,0,1,0,3
1182,151502294,1640,1,2,1,0,0,0,0,1
1187,151502354,755,1,2,1,0,0,0,1,3
1191,151502389,1405,2,2,1,0,1,0,0,3
1205,141407819,2030,1,2,1,1,0,0,0,5
1217,141408021,213,1,1,1,1,0,0,0,5
1218,141408025,841,1,2,1,0,0,1,0,1
1236,151502490,1320,1,1,1,1,0,0,0,5
1316,151503439,900,1,3,1,0,0,0,0,2
1319,151503487,2000,1,1,1,0,0,1,0,1
1326,151503246,1616,1,2,1,0,1,0,1,3
1260,151502829,1058,1,2,1,0,0,1,0,1
1276,151503003,750,1,2,1,0,1,0,0,3
1277,151503053,1530,1,2,2,0,0,0,0,4
1284,151503151,1620,1,1,1,1,0,0,1,5
1289,151503140,1408,1,2,1,0,0,0,0,1
1291,151503190,1325,1,3,1,0,0,1,0,3
1344,151503886,321,1,4,1,0,0,0,0,4
1346,151503898,410,1,2,2,0,0,0,0,1
1462,151504881,2340,1,2,2,0,0,0,0,2
1467,151504914,1635,1,3,1,0,0,0,0,2
1495,151505131,901,1,2,1,0,0,0,1,1
1361,151504094,11,1,1,2,2,0,0,0,5
1365,151504179,1855,1,2,1,0,1,0,0,3
1411,151504299,1500,1,2,1,0,0,0,0,3
1415,151504347,2030,1,4,1,0,0,0,0,3
1421,151504376,1605,2,2,2,0,0,0,0,2
1435,151504359,1411,1,2,1,0,1,0,0,5
1441,151504581,1820,1,2,1,0,0,0,0,5
1510,151505388,1815,1,2,2,0,0,0,0,2
1525,151505570,2245,1,2,3,0,0,0,0,1
1530,151505577,2215,1,2,1,0,1,0,0,1
1547,151505725,1915,1,2,1,0,0,1,1,3
1652,151506823,1240,1,3,1,0,0,0,0,1
1658,151506525,1645,1,2,1,0,0,1,0,3
1659,151506539,1615,1,1,1,1,0,0,0,5
1661,151506859,1720,1,1,1,1,0,0,1,5
1663,151506871,2230,1,2,4,0,0,0,2,4
1673,151506932,1108,1,2,1,0,0,0,0,3
1682,151507029,835,1,2,1,0,0,0,0,2
1693,151507163,1140,1,2,1,0,1,0,0,3
1556,151505769,1000,1,2,1,0,1,0,0,3
1558,151505799,905,1,1,1,1,0,0,0,5
1572,151505760,1726,1,2,1,0,0,1,0,3
1575,151505953,1420,1,2,1,0,0,1,0,3
1580,151505988,1354,2,2,1,0,1,0,0,1
1582,151505996,1205,2,2,1,0,0,0,0,4
1583,151506004,1743,1,2,1,0,1,0,0,1
1599,151506151,820,1,2,2,0,0,0,0,2
1614,151506408,1210,1,1,3,3,0,0,3,5
1618,151506473,1605,1,2,1,0,0,1,0,3
1620,151506099,1510,1,2,1,0,1,0,0,3
1633,151506234,1730,1,2,1,0,1,0,0,6
1637,151506298,830,1,2,1,0,1,0,0,3
1650,151506817,1938,1,2,2,0,0,0,0,1
1712,151507443,1950,1,3,5,0,0,0,3,2
1716,151507115,150,1,2,1,0,1,0,0,3
1724,151507501,927,1,1,1,1,0,0,0,5
1741,151507683,306,2,2,1,0,0,1,0,3
1744,151507749,1613,1,2,1,0,0,0,0,1
1746,151507765,1255,1,2,1,0,0,1,0,6
1751,151507474,1600,1,1,1,1,0,0,1,5
1830,151508442,1035,2,1,1,1,0,0,1,5
1832,151508390,910,1,2,2,0,0,0,1,4
1835,151508495,1726,2,1,1,1,0,0,0,5
1846,151508228,700,1,2,1,0,1,0,0,2
1851,151508553,1745,1,1,1,1,0,0,0,5
1853,151508580,1655,1,1,1,0,0,1,0,4
1767,151507921,1127,1,2,1,0,1,0,0,3
1777,151507123,605,1,1,1,1,0,0,0,5
1780,151507165,745,1,2,1,0,1,0,0,3
1782,151507172,53,1,2,1,0,1,0,0,4
1788,151507273,1308,2,2,1,0,0,1,0,2
1798,151507980,1300,1,2,1,0,0,0,0,4
1802,151508029,910,1,2,1,1,0,1,0,5
1803,151508033,730,1,2,1,0,0,0,0,3
1812,151508176,2100,1,2,1,0,1,0,0,3
1863,151508697,1525,1,1,1,1,0,0,1,5
1873,151508356,810,1,2,1,0,1,0,0,3
1996,161600771,900,1,1,1,1,0,0,0,5
2003,151601053,1800,1,2,1,0,0,0,0,2
2004,161601102,2347,1,1,1,1,0,0,0,5
1883,151508921,322,1,2,1,0,0,1,0,3
1884,151508385,1300,1,2,1,0,0,0,0,2
1895,151508977,1322,1,2,1,0,0,0,0,3
1908,151509197,1840,1,2,1,0,0,1,0,3
1913,151507687,750,1,2,2,0,0,0,0,2
1916,151509240,2347,1,2,1,0,1,0,0,3
1917,151509263,1621,2,2,1,0,1,0,0,3
1947,151600302,1648,1,2,1,0,0,0,0,1
2022,161601187,618,2,1,2,0,0,0,0,1
2027,161601216,1719,1,3,1,0,0,0,0,2
2029,161601228,650,1,2,1,0,1,0,0,1
1960,151600632,1656,1,3,1,0,0,1,0,2
1965,161600669,1200,1,1,1,1,0,0,0,5
1974,161600774,1042,2,2,1,0,0,1,0,1
1975,161600445,1730,1,2,1,0,0,0,0,2
1987,161600898,1100,1,1,1,1,0,0,0,5
2043,161601249,1530,1,1,1,1,0,0,0,5
2048,161601421,1751,1,2,1,0,1,0,0,1
2051,161601469,1800,1,2,2,0,0,0,0,2
2052,161601525,1740,1,1,1,1,0,0,0,5
2054,161601534,820,1,2,1,0,1,0,0,2
2151,161602488,1450,1,2,1,0,1,0,0,1
2155,161602308,810,1,2,1,0,1,0,0,3
2163,161602171,1545,1,2,1,0,1,0,0,3
2177,161602667,1612,1,2,1,0,0,1,0,1
2180,161602685,1129,1,4,1,0,0,0,0,2
2062,161601484,1544,1,1,1,1,0,0,1,5
2088,161601583,1330,1,1,1,1,0,0,1,5
2099,161601885,1710,1,2,1,0,0,0,0,1
2100,161601886,1945,1,2,1,0,0,0,0,1
2109,161601521,2100,1,2,1,0,1,0,0,1
2111,161601608,2130,1,1,1,1,0,0,0,5
2114,161601680,1144,1,2,1,0,0,0,0,1
2122,161602094,1230,1,2,1,0,1,0,0,5
2127,161602134,900,1,2,1,0,0,0,1,2
2131,161602166,924,1,1,1,1,0,0,0,5
2136,161602074,810,1,2,1,0,1,0,0,1
2141,161602387,1552,1,2,1,0,0,0,0,2
2147,161602445,2236,1,1,1,1,0,0,0,5
2189,161602377,1255,2,2,1,0,1,0,0,1
2191,161602716,1500,1,2,3,0,0,0,0,1
2201,161602796,27,1,2,1,0,0,0,0,2
2205,161602634,730,1,2,1,1,0,0,0,6
2230,161602753,1800,1,2,1,0,1,0,0,6
2238,161603126,810,1,2,1,0,1,0,0,3
2241,161603160,815,1,1,1,0,0,0,0,4
2315,161603987,2305,2,1,1,1,0,0,0,5
2321,161603885,2015,1,2,1,0,0,0,0,2
2324,161604337,2250,2,2,1,0,0,1,0,1
2326,161604343,1135,1,3,1,0,0,0,0,1
2330,161604370,1235,1,2,1,0,1,0,0,1
2355,161604628,940,1,2,1,0,1,0,0,1
2260,161603267,730,1,3,1,0,0,1,0,1
2262,161603477,1804,1,2,1,0,1,0,0,1
2263,161603492,730,1,2,1,0,0,1,0,3
2268,161603561,2240,1,1,1,1,0,0,0,5
2276,161603227,1552,1,1,1,1,0,0,1,5
2288,161603319,750,1,1,1,1,0,0,0,5
2300,161603826,1825,2,1,1,1,0,0,1,5
2313,161603985,1644,1,2,2,0,0,0,0,1
2499,161605984,2255,2,3,2,0,0,0,0,4
2377,161604868,1857,2,1,2,0,0,0,1,4
2379,161604887,1234,1,2,1,0,1,0,0,1
2380,161604889,1230,1,2,1,0,0,1,0,1
2382,161604904,1355,1,2,1,0,0,0,0,1
2383,161604905,2040,1,2,2,0,0,0,0,3
2389,161605033,1630,1,1,1,1,0,0,0,5
2409,161605187,1705,1,2,1,0,0,2,0,3
2411,161605217,1915,1,2,1,0,0,1,0,6
2433,161605412,18,1,1,1,1,0,0,0,5
2450,161605555,1300,1,2,1,0,1,0,0,3
2453,161605574,1750,1,2,1,0,1,0,0,1
12,141400264,805,1,2,1,0,0,1,0,1
28,141400606,1635,1,2,1,0,0,0,0,3
51,141400946,1645,1,1,1,1,0,0,0,5
52,141400967,805,2,1,2,1,0,0,1,5
56,141400985,1900,1,2,1,0,0,0,0,3
60,141401110,1600,1,2,1,0,1,0,0,6
61,141401112,736,1,3,1,0,0,0,0,4
83,141402349,940,1,2,1,0,1,0,0,1
103,141401124,1230,1,1,1,1,0,0,0,5
104,141401137,2230,1,2,1,0,1,0,0,1
111,141401362,1750,1,2,2,0,0,0,0,1
112,141401363,1845,1,3,1,0,1,0,0,1
32,141400684,1907,1,2,1,0,0,0,0,2
35,141400712,1536,1,2,1,0,1,0,0,2
37,141400745,1700,1,2,1,0,0,1,0,1
40,141400771,1550,1,2,1,0,0,0,0,3
42,141400835,1835,1,2,1,0,0,1,0,1
44,141400847,951,1,2,1,0,0,0,0,3
45,141400863,1016,3,2,2,1,0,0,1,5
118,141401695,1538,2,2,1,0,1,0,0,1
133,141402073,400,1,1,1,1,0,0,0,5
154,141402886,2325,1,1,1,1,0,0,0,5
263,141403238,1811,1,1,1,1,0,0,1,5
272,141403326,845,1,3,1,0,1,0,0,3
275,141403337,1715,1,2,1,0,1,0,0,6
278,141403375,1522,1,2,1,0,0,0,0,6
286,141403465,845,1,2,1,0,0,1,0,1
294,141403542,930,1,2,1,0,0,0,0,1
158,141402206,1915,1,1,1,1,0,0,1,5
166,141401451,1623,1,1,1,1,0,0,1,5
169,141401610,1510,1,1,1,1,0,0,0,5
172,141401797,805,1,2,1,0,0,0,0,2
190,141402182,2011,1,2,1,0,0,0,0,1
194,141402224,45,1,1,1,1,0,0,0,5
196,141402301,1530,2,2,1,0,1,0,0,3
207,141403112,1946,2,2,1,0,1,0,0,1
210,141403166,1250,1,1,1,1,0,0,0,5
211,141403175,854,1,1,1,1,0,0,0,5
213,141403188,230,1,2,1,0,1,0,0,1
218,141403610,739,1,2,1,0,0,1,0,1
236,141402780,1932,1,2,1,0,1,0,0,3
237,141402796,2010,1,2,1,0,0,0,0,1
238,141402828,1520,1,2,1,0,1,0,0,1
242,141402847,1149,1,2,2,0,0,0,0,1
249,141403027,2338,1,1,2,0,0,0,0,4
250,141403039,1210,2,2,1,0,0,1,0,1
251,141403050,700,1,2,1,0,1,0,0,3
413,141404656,725,1,2,1,0,1,0,0,1
299,141403691,1400,1,2,1,0,1,0,0,3
301,141403694,129,2,2,1,0,0,1,0,1
306,141403728,1315,1,2,2,0,0,0,0,1
314,141403811,2313,1,1,1,1,0,0,0,5
315,141403812,1730,1,2,1,0,0,0,0,1
319,141403518,800,1,1,1,1,0,0,1,5
331,141403760,2240,1,2,1,0,1,0,0,1
332,141403877,1823,1,2,2,0,0,0,0,1
338,141404015,1100,1,1,1,1,0,0,0,5
342,141404101,1700,1,2,1,0,0,0,0,2
344,141404082,1230,1,2,1,0,0,0,0,3
353,141404267,2244,1,6,1,0,0,0,0,1
439,141404856,1815,1,1,1,1,0,0,0,5
444,141404903,930,1,2,1,0,0,0,0,1
448,141404955,2215,1,2,1,0,1,0,0,1
449,141404965,2105,1,2,1,0,1,0,1,1
451,141405004,730,1,2,1,0,1,0,0,3
453,141405074,835,1,2,1,0,1,0,0,1
454,141405075,30,1,2,2,0,0,0,0,3
355,141404331,1230,1,2,1,0,1,0,0,1
357,141404352,2035,1,2,1,0,1,0,0,1
368,141404450,2300,1,2,1,0,0,0,0,1
371,141404527,1150,1,2,1,0,1,0,0,1
373,141404536,330,1,2,4,0,0,0,0,2
377,141404554,1430,1,1,1,0,0,0,0,1
383,141404585,1910,1,2,1,0,0,0,0,1
397,141404493,825,1,2,1,0,1,0,0,1
459,141405140,1845,1,2,1,0,0,0,0,1
463,141405066,1540,1,2,1,0,0,0,0,2
473,141405300,1610,1,1,1,1,0,0,1,5
593,141406257,2208,2,2,1,0,0,1,0,3
599,141406311,1105,1,2,2,0,0,0,0,2
606,141406356,657,1,2,1,0,1,0,0,3
611,141406409,1050,1,2,2,0,0,1,0,3
2528,161606382,1830,1,2,1,0,0,0,0,1
2534,161606134,1305,1,1,1,1,0,0,0,5
2535,161606179,100,1,1,1,1,0,0,0,5
2539,161606510,1815,1,2,1,0,1,0,0,1
2549,161606263,1728,1,2,1,0,1,0,0,6
2657,161607638,1925,1,3,1,0,0,0,0,1
2660,161607665,1840,1,2,1,0,0,0,0,1
2662,161607696,1742,1,2,1,0,0,1,0,1
2667,161607775,1430,1,2,3,0,0,0,0,3
2681,161607973,1640,3,1,1,1,0,0,0,5
2558,161606776,412,1,3,1,1,0,0,0,5
2575,161606477,1635,1,1,1,1,1,0,0,5
2582,161607010,800,2,2,1,0,0,1,0,1
2584,161607050,1702,1,2,1,0,1,0,0,3
2587,161607079,118,1,2,1,0,0,0,0,1
2588,151503163,700,1,2,1,0,1,0,0,6
2600,161607087,1730,1,5,1,0,1,0,0,4
2608,161607197,1415,1,4,1,0,0,1,0,2
2614,161607281,1509,1,2,1,0,1,0,0,1
2618,161606816,1815,1,2,1,0,0,0,0,1
2621,161606879,650,1,2,1,0,1,0,0,2
2622,161606892,1846,1,2,1,0,0,0,0,2
2628,161607406,2150,1,1,1,1,0,0,0,5
2635,161607141,1750,1,2,1,0,1,0,0,3
2636,161607292,830,1,1,1,1,0,0,1,5
4472,181806998,800,1,1,1,1,0,0,0,5
4474,181807041,810,1,2,1,0,0,0,0,2
4138,181803954,1755,1,2,1,0,1,0,0,2
4139,181803956,1515,1,2,2,0,0,0,0,1
4154,181804081,719,2,3,1,0,0,0,0,4
4164,181803804,1645,1,2,1,0,0,0,0,2
4165,181803823,1545,1,2,1,0,0,0,0,1
4173,181804241,830,1,1,1,1,0,0,1,5
4176,181804253,744,1,2,1,0,1,0,0,1
4490,181807213,810,1,2,1,0,1,0,0,1
4496,181808146,1315,1,2,1,0,0,0,0,2
4516,181808588,1116,2,1,2,1,0,0,0,5
4524,181808608,2311,1,2,1,0,1,0,0,1
4532,181900037,1818,2,2,1,0,0,1,0,1
4533,181900062,2125,2,3,2,0,2,0,0,1
4536,181807628,615,1,2,2,0,0,1,0,1
4192,181804448,825,1,2,2,0,0,0,0,1
4201,181804562,1430,1,2,1,0,0,1,0,1
4205,181804594,2005,1,1,1,0,0,0,0,4
4206,181804605,1642,1,2,2,0,0,0,0,2
4225,181804751,710,3,2,1,0,0,1,0,1
4226,181804780,615,2,2,1,0,1,0,0,2
4231,181804433,1100,1,1,1,1,0,1,1,5
4559,181800087,1130,1,1,1,1,0,0,0,5
4570,181808106,925,1,2,1,0,1,0,0,1
4577,181900915,1904,1,4,4,0,0,0,1,2
4579,181808196,1505,1,2,1,0,0,0,0,2
4236,181804625,1915,1,2,1,0,1,0,0,3
4237,181804710,1830,1,2,1,0,1,0,0,1
4239,181804779,1815,1,2,1,0,0,1,0,2
4258,181805004,1743,2,2,1,0,0,0,0,2
4260,181805033,1815,1,2,1,0,0,1,0,2
4273,181804745,1610,1,1,1,1,0,0,1,5
4285,181805320,1701,2,2,1,0,0,1,0,3
4621,181900934,1301,1,2,1,0,1,0,0,3
4622,181900963,1855,1,1,1,0,0,0,0,4
4295,181805427,730,1,2,1,0,1,0,0,3
4312,181805341,1030,1,2,1,0,0,0,0,2
4315,181805641,1624,2,1,1,1,0,0,0,5
4317,181805680,1714,1,2,1,0,1,0,0,1
4324,181805461,755,1,2,1,0,1,0,0,1
4330,181805499,845,1,2,1,1,1,0,0,5
4337,181805772,1400,1,1,2,2,0,0,0,5
4636,181901507,2125,1,1,1,0,0,0,0,4
4642,181900957,57,1,2,1,0,0,0,0,4
4646,181901317,852,1,2,1,0,0,1,0,3
4648,181901412,1522,1,1,1,1,0,0,0,5
4651,181901578,1125,1,3,2,1,0,0,0,5
